no,cert_type,level,subject,domain_area,q_type,item_purpose,difficulty,content,option_a,option_b,option_c,option_d,correct_answer,points,explanation,source_ref,shuffle_exempt,review_status,review_comment,version,created_by,created_date
45,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,초안 작성과 비판적 검토를 한 번에 시켰더니 둘 다 어설프다. 가장 적절한 설계는?,단계마다 다른 역할(작성자·검토자)을 부여해 나눠 지시한다,한 번에 더 잘 쓰고 검토까지 한꺼번에 하라고 강조해서 지시한다,역할 구분은 AI가 알아서 하도록 그대로 맡긴다,어설퍼도 받은 결과를 그대로 사용한다,,1,정답 근거 작성과 검토는 역할이 다르므로 단계를 나눠 각 역할을 부여하면 품질이 오른다. 보기 오답/정답 분석 A 정답. 작성과 검토는 역할이 다르므로 단계를 나눠 각 역할을 부여하면 품질이 오른다. B 오답. 한 번에 몰아 시키면 둘 다 부실해진다. C 오답. 역할 설계는 사람이 할 일이다. D 오답. 부실한 결과를 그대로 쓰면 안 된다. 실무 포인트: 작성과 검토는 역할을 나눠 단계로 지시한다. 변별 의도: 한 번에 몰아 시키는 사람과 역할을 나누는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0045,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
46,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,계산이 포함된 답에서 수치 오류가 종종 나온다. 가장 적절한 지시 보완은?,더 정확히 계산하라고 강조해서 다시 지시한다,계산 결과의 정확성은 AI가 알아서 끝까지 보장하도록 맡긴다,계산 결과를 다시 검산해 확인하도록 지시에 포함한다,틀린 수치는 받은 뒤 사람이 매번 고친다,,1,정답 근거 계산 결과를 재검산하도록 지시하면 수치 오류를 줄일 수 있다. 보기 오답/정답 분석 A 오답. 강조는 검산 절차를 대신하지 못한다. B 오답. 검산 없이 맡기면 오류가 통과한다. C 정답. 계산 결과를 재검산하도록 지시하면 수치 오류를 줄일 수 있다. D 오답. 사후 수정보다 검산 지시가 낫다. 실무 포인트: 계산 답엔 재검산 확인을 지시에 넣는다. 변별 의도: 강조·위임·후처리하는 사람과 검산을 지시하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0046,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
47,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,매번 출력 구성이 달라 원하는 항목이 빠지곤 한다. 가장 적절한 보완은?,항목을 빠짐없이 잘 채워 써달라고 강조해서 다시 지시한다,채워야 할 항목을 정한 출력 템플릿을 지시에 제공한다,구성은 AI가 알아서 정하도록 그대로 맡긴다,빠진 항목은 받은 뒤 사람이 매번 추가한다,,1,정답 근거 채울 항목을 정한 출력 템플릿을 주면 필요한 항목이 빠지지 않는다. 보기 오답/정답 분석 A 오답. 강조만으로는 항목 누락을 막지 못한다. B 정답. 채울 항목을 정한 출력 템플릿을 주면 필요한 항목이 빠지지 않는다. C 오답. 구성 미지정은 항목 누락을 부른다. D 오답. 매번 사후 보완은 비효율적이다. 실무 포인트: 필요한 항목을 정한 출력 템플릿을 제공한다. 변별 의도: 강조·위임·후처리하는 사람과 템플릿을 주는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0047,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
48,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,규칙대로 처리하되 특정 경우엔 예외가 필요하다. 가장 적절한 지시는?,예외는 AI가 알아서 판단해 처리하도록 그대로 맡긴다,예외는 무시하고 규칙만 지키라고 지시한다,예외가 생기면 받은 뒤 사람이 매번 손본다,기본 규칙과 예외 경우·처리 방식을 함께 명시한다,,1,정답 근거 기본 규칙과 예외 처리 방식을 함께 명시하면 예외 상황도 일관되게 다룬다. 보기 오답/정답 분석 A 오답. 예외 판단을 맡기면 임의 처리가 된다. B 오답. 예외 무시는 잘못된 처리를 부른다. C 오답. 사후 처리보다 사전 명시가 낫다. D 정답. 기본 규칙과 예외 처리 방식을 함께 명시하면 예외 상황도 일관되게 다룬다. 실무 포인트: 규칙과 함께 예외 경우·처리 방식을 명시한다. 변별 의도: 예외를 위임·무시하는 사람과 명시하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0048,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
49,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,무엇을 하지 말아야 하는지만 길게 적었더니 무엇을 해야 할지 모호하다. 가장 적절한 보완은?,금지 사항과 함께 원하는 행동·허용 범위를 명시한다,금지 목록을 더 길고 더 자세하게 늘려서 다시 지시한다,허용 범위는 AI가 알아서 정하도록 그대로 맡긴다,모호하면 받은 결과를 그대로 사용한다,,1,정답 근거 금지만으로는 방향이 모호하므로 원하는 행동·허용 범위를 함께 제시해야 한다. 보기 오답/정답 분석 A 정답. 금지만으로는 방향이 모호하므로 원하는 행동·허용 범위를 함께 제시해야 한다. B 오답. 금지만 늘려도 해야 할 일은 여전히 모호하다. C 오답. 허용 범위 미지정은 빗나간 출력을 부른다. D 오답. 모호한 결과를 그대로 쓰면 안 된다. 실무 포인트: 금지와 함께 원하는 행동·허용 범위를 명시한다. 변별 의도: 금지만 늘리는 사람과 허용 범위를 명시하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0049,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
50,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,앞 단계 출력 형식이 다음 단계가 받기 어려운 형태다. 가장 적절한 설계는?,단계 출력 형식은 AI가 알아서 맞춰 연결하도록 그대로 맡긴다,다음 단계가 바로 받을 수 있는 출력 형식을 지정한다,형식이 안 맞으면 받은 뒤 사람이 매번 변환한다,형식은 신경 쓰지 말고 내용만 다음으로 넘긴다,,1,정답 근거 앞 단계 출력을 다음 단계가 바로 쓸 형식으로 지정하면 단계가 매끄럽게 이어진다. 보기 오답/정답 분석 A 오답. 형식 정합을 맡기면 단계 연결이 흔들린다. B 정답. 앞 단계 출력을 다음 단계가 바로 쓸 형식으로 지정하면 단계가 매끄럽게 이어진다. C 오답. 매번 수동 변환은 비효율적이다. D 오답. 형식 불일치는 다음 단계 오류를 부른다. 실무 포인트: 단계 출력은 다음 단계가 받을 형식으로 지정한다. 변별 의도: 위임·후처리·방치하는 사람과 형식을 맞추는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0050,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
51,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,"프롬프트에 ‘적당히’, ‘대충’ 같은 모호한 말이 섞여 결과가 들쭉날쭉하다. 가장 적절한 보완은?",‘아주 적당히 잘’처럼 표현을 더 강조해서 다시 지시한다,‘적당히’의 정도는 AI가 알아서 정하도록 맡긴다,모호한 표현을 구체적 기준·수치로 바꿔 지시한다,들쭉날쭉해도 받은 결과를 그대로 사용한다,,1,정답 근거 ‘적당히’ 같은 모호어를 구체적 기준·수치로 바꾸면 결과 편차를 줄일 수 있다. 보기 오답/정답 분석 A 오답. 강조어 추가는 모호함을 더 키운다. B 오답. 기준 위임은 들쭉날쭉한 결과를 부른다. C 정답. ‘적당히’ 같은 모호어를 구체적 기준·수치로 바꾸면 결과 편차를 줄일 수 있다. D 오답. 모호한 결과를 그대로 쓰면 안 된다. 실무 포인트: 모호한 표현은 구체적 기준·수치로 바꾼다. 변별 의도: 강조·위임하는 사람과 구체화하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0051,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
52,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,한 번에 만든 출력의 완성도가 아쉽다. 지시 차원에서 가장 적절한 보완은?,더 완벽하게 한 번에 만들라고 강조해서 다시 지시한다,완성도는 AI가 알아서 높이도록 그대로 맡긴다,아쉬워도 받은 첫 출력을 그대로 사용한다,스스로 약점을 찾아 비평한 뒤 고쳐 내도록 지시한다,,1,정답 근거 자기 비평 후 수정하도록 지시하면 한 번의 생성보다 완성도가 오른다. 보기 오답/정답 분석 A 오답. 강조는 자기 점검 절차를 대신하지 못한다. B 오답. 기준 없는 위임은 개선을 보장 못 한다. C 오답. 검토·개선 없이 쓰면 안 된다. D 정답. 자기 비평 후 수정하도록 지시하면 한 번의 생성보다 완성도가 오른다. 실무 포인트: 자기 비평 후 수정해 내도록 지시한다. 변별 의도: 강조·위임·방치하는 사람과 비평·수정을 지시하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0052,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
53,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,일반적인 예시만 줬더니 예외·까다로운 경우에서 출력이 무너진다. 가장 적절한 보완은?,예외·까다로운 경우를 포함한 예시를 함께 제시한다,예외도 잘 처리하라고 강조해서 다시 지시한다,예외 경우 처리는 AI가 알아서 하도록 그대로 맡긴다,예외에서 무너지면 받은 뒤 사람이 매번 고친다,,1,정답 근거 엣지 케이스를 포함한 예시를 주면 까다로운 상황의 출력 품질이 안정된다. 보기 오답/정답 분석 A 정답. 엣지 케이스를 포함한 예시를 주면 까다로운 상황의 출력 품질이 안정된다. B 오답. 강조는 예시만큼 효과적이지 않다. C 오답. 예시 없이 맡기면 예외에서 무너진다. D 오답. 사후 수정은 비효율적이다. 실무 포인트: 예외·엣지 케이스를 포함한 예시를 함께 준다. 변별 의도: 강조·위임·후처리하는 사람과 예시를 다양화하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0053,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
54,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,medium,같은 분석도 어디에 쓰느냐(내부 검토용/대외 보고용)에 따라 달라야 하는데 그대로 출력된다. 가장 적절한 보완은?,사용처는 AI가 알아서 고려하도록 그대로 맡겨 둔다,사용처는 신경 쓰지 말고 분석만 하라고 한다,결과를 어디에 쓸지 사용처를 지시에 함께 밝힌다,사용처가 다르면 받은 뒤 사람이 매번 손본다,,1,정답 근거 사용처를 밝히면 그 맥락에 맞는 수준·톤의 결과를 받을 수 있다. 보기 오답/정답 분석 A 오답. 사용처 미지정은 맥락에 안 맞는 결과를 부른다. B 오답. 사용처 무시는 부적합한 산출물을 낳는다. C 정답. 사용처를 밝히면 그 맥락에 맞는 수준·톤의 결과를 받을 수 있다. D 오답. 매번 사후 조정은 비효율적이다. 실무 포인트: 결과의 사용처를 지시에 함께 밝힌다. 변별 의도: 사용처를 위임·무시하는 사람과 밝히는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0054,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
55,AXIS,L2,고급 AI 지시·워크플로우 설계,현업문제정의형,현업문제정의형,tool_use,medium,모든 업무를 AI 지시로 바꾸려다 보니 어떤 건 오히려 비효율적이다. 가장 적절한 첫 조치는?,되도록 거의 모든 작업을 AI 지시로 바꾸도록 그대로 맡긴다,어떤 작업을 AI에 맡길지·말지 선별 기준을 먼저 정한다,비효율적이어도 모두 AI로 바꿔 그대로 진행한다,어렵게 느껴지면 AI를 아예 쓰지 않는다,,1,정답 근거 모든 작업이 AI에 적합하지는 않으므로 맡길지·말지 선별 기준을 먼저 정해야 한다. 보기 오답/정답 분석 A 오답. 무분별 전환은 비효율을 키운다. B 정답. 모든 작업이 AI에 적합하지는 않으므로 맡길지·말지 선별 기준을 먼저 정해야 한다. C 오답. 효과 없는 전환은 자원 낭비다. D 오답. 선별로 다룰 일을 전면 배제로 대응한다. 실무 포인트: AI에 맡길지·말지 선별 기준을 먼저 정한다. 변별 의도: 무분별 전환·전면배제하는 사람과 선별하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0055,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
56,AXIS,L2,고급 AI 지시·워크플로우 설계,현업문제정의형,현업문제정의형,tool_use,medium,AI에 시킬 작업을 막연히 정해 결과가 매번 빗나간다. 가장 적절한 조치는?,작업이 막연해도 AI가 알아서 채워 처리하도록 그대로 맡긴다,일단 시켜 보고 명세는 나중에 정한다,결과만 정하고 입력·기준은 신경 쓰지 않는다,입력·기대 출력·성공 기준을 갖춘 작업 명세를 정한다,,1,정답 근거 입력·기대 출력·성공 기준을 갖춘 명세를 정하면 결과가 빗나가지 않는다. 보기 오답/정답 분석 A 오답. 명세 없이 맡기면 결과가 흔들린다. B 오답. 사후 정의는 재작업을 늘린다. C 오답. 입력·기준 누락은 품질을 떨어뜨린다. D 정답. 입력·기대 출력·성공 기준을 갖춘 명세를 정하면 결과가 빗나가지 않는다. 실무 포인트: 작업은 입력·기대 출력·성공 기준의 명세로 정한다. 변별 의도: 위임·미루는 사람과 명세를 정하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0056,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
57,AXIS,L2,고급 AI 지시·워크플로우 설계,현업문제정의형,현업문제정의형,tool_use,medium,일회성·반복 작업이 섞여 있는데 어디에 워크플로우를 만들지 모르겠다. 가장 적절한 조치는?,반복되는 작업을 추려 워크플로우 후보로 삼는다,반복 여부와 무관하게 모든 작업을 워크플로우로 만든다,후보 선정은 AI가 알아서 하도록 그대로 맡긴다,일회성 작업부터 워크플로우로 만든다,,1,정답 근거 워크플로우 구축은 반복되는 작업에서 효과가 크므로 반복 작업을 후보로 추린다. 보기 오답/정답 분석 A 정답. 워크플로우 구축은 반복되는 작업에서 효과가 크므로 반복 작업을 후보로 추린다. B 오답. 일회성까지 만들면 구축 비용이 낭비된다. C 오답. 후보 선정은 사람이 판단할 일이다. D 오답. 반복성이 낮으면 효과가 작다. 실무 포인트: 워크플로우는 반복 작업을 후보로 삼는다. 변별 의도: 무분별·위임하는 사람과 반복 작업을 추리는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0057,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
58,AXIS,L2,고급 AI 지시·워크플로우 설계,현업문제정의형,현업문제정의형,tool_use,medium,워크플로우에서 사람·AI·도구가 각각 무엇을 할지 정하지 않았다. 가장 적절한 조치는?,역할은 AI가 알아서 나눠 처리하도록 그대로 맡겨 둔다,단계별로 사람·AI·도구의 역할을 명확히 매핑한다,역할 구분 없이 그때그때 정해 진행한다,되도록 많은 역할을 AI에 몰아 맡긴다,,1,정답 근거 단계별로 사람·AI·도구 역할을 매핑해야 책임과 검토 지점이 분명해진다. 보기 오답/정답 분석 A 오답. 역할 매핑은 사람이 설계할 일이다. B 정답. 단계별로 사람·AI·도구 역할을 매핑해야 책임과 검토 지점이 분명해진다. C 오답. 즉흥 분담은 누락·중복을 부른다. D 오답. 무분별 위임은 검토·책임 공백을 만든다. 실무 포인트: 단계별 사람·AI·도구 역할을 명확히 매핑한다. 변별 의도: 위임·즉흥으로 두는 사람과 역할을 매핑하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0058,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
59,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,easy,좋은 AI 지시의 기본 특성으로 가장 적절한 것은?,최대한 길고 매우 정중하게 쓰여 있다,강조하는 표현이 많이 들어 있다,목적·조건이 구체적이고 명확하다,전문 용어가 많이 들어 있다,,1,정답 근거 좋은 지시는 목적·조건이 구체적이고 명확해 결과를 예측할 수 있다. 보기 오답/정답 분석 A 오답. 길이·정중함은 좋은 지시의 기준이 아니다. B 오답. 강조어 양은 품질 기준이 아니다. C 정답. 좋은 지시는 목적·조건이 구체적이고 명확해 결과를 예측할 수 있다. D 오답. 용어 양은 구체성을 뜻하지 않는다. 실무 포인트: 좋은 지시는 목적·조건이 구체적이고 명확하다. 변별 의도: 길이·강조로 판단하는 사람과 구체성으로 보는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0059,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
60,AXIS,L2,고급 AI 지시·워크플로우 설계,고급 지시설계형,고급 지시설계형,tool_use,easy,"사실 정보가 필요한 답을 받을 때, 지시에 기본적으로 포함하면 좋은 것은?",자신 있게 답하라고 요청한다,무조건 최대한 빠르게 답하라고 요청한다,분량을 길게 채우라고 요청한다,근거를 함께 제시하도록 요청한다,,1,정답 근거 사실 정보는 근거를 함께 요청해야 검증할 수 있어 환각을 줄인다. 보기 오답/정답 분석 A 오답. 자신감 요청은 오히려 환각을 키운다. B 오답. 속도는 사실 정확성과 무관하다. C 오답. 분량은 근거 제시를 대신하지 못한다. D 정답. 사실 정보는 근거를 함께 요청해야 검증할 수 있어 환각을 줄인다. 실무 포인트: 사실 답엔 근거를 함께 요청한다. 변별 의도: 자신감·속도·분량을 요청하는 사람과 근거를 요청하는 실무자를 구분한다.,AXIS-L2-OBJ-ADV-0060,False,approved,import:AXIS_L2_객관식_고급지시워크플로우_3차20문항_v1_1.html,2,,
61,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,고객 이름·연락처가 든 명단을 외부 무료 AI에 그대로 붙여 분석을 요청하려 한다. 가장 적절한 조치는?,이름만 지우고 연락처 등 나머지 정보는 그대로 입력한다,개인정보를 비식별 처리하거나 사내 승인 도구를 쓴다,분석이 급하니 명단을 그대로 붙여 빠르게 처리한다,외부에 저장 안 된다고 가정하고 입력한다,,1,정답 근거 식별정보는 외부 AI에 그대로 넣지 않고 비식별하거나 사내 승인된 안전한 도구로 처리한다. 보기 오답/정답 분석 A 오답. 연락처 등도 식별정보이므로 이름만 가려서는 비식별이 아니다. B 정답. 식별정보는 외부 AI에 그대로 넣지 않고 비식별하거나 사내 승인된 안전한 도구로 처리한다. C 오답. 급함이 개인정보 유출 위험을 정당화하지 못한다. D 오답. 약관 미확인 가정은 근거 없는 위험 감수다. 실무 포인트: 개인정보는 외부 AI에 넣기 전 비식별·승인 여부부터 본다. 변별 의도: 위험을 감수하는 사람과 비식별·승인 절차를 지키는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0001,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
62,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,사내 대외비 전략 문서를 통째로 챗봇에 붙여 요약을 받으려 한다. 가장 적절한 조치는?,핵심 수치만 빼고 나머지 대외비 본문은 그대로 입력한다,요약만 받을 거라 유출 위험이 없다고 보고 입력한다,개인 계정으로 로그인해 입력하면 된다고 본다,대외비는 입력하지 않고 사내 승인 방식으로 처리한다,,1,정답 근거 대외비는 외부 AI 입력 대상이 아니며 사내 승인된 절차로 다뤄야 한다. 보기 오답/정답 분석 A 오답. 본문도 대외비이므로 일부 제외만으로는 유출 위험이 남는다. B 오답. 입력 시점에 이미 외부로 정보가 나간다. C 오답. 계정과 무관하게 대외비 외부 입력은 금지다. D 정답. 대외비는 외부 AI 입력 대상이 아니며 사내 승인된 절차로 다뤄야 한다. 실무 포인트: 대외비는 ‘요약만’이라도 외부 AI에 넣지 않는다. 변별 의도: 편의를 택하는 사람과 기밀 통제선을 지키는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0002,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
63,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,AI로 생성한 이미지를 회사 외부 홍보물에 상업적으로 사용하려 한다. 가장 적절한 조치는?,사용 도구의 라이선스와 상업적 이용 조건을 확인한다,AI가 만든 것이라 저작권 문제가 없다고 보고 그대로 쓴다,출처에 ‘AI 생성’만 표기하고 라이선스는 확인하지 않는다,유명 작품과 비슷하지 않으면 문제없다고 본다,,1,정답 근거 생성 이미지의 상업적 사용은 도구 약관·라이선스에 따라 제한될 수 있으므로 조건을 확인해야 한다. 보기 오답/정답 분석 A 정답. 생성 이미지의 상업적 사용은 도구 약관·라이선스에 따라 제한될 수 있으므로 조건을 확인해야 한다. B 오답. 생성물도 도구 약관·원저작물 문제에서 자유롭지 않다. C 오답. 생성 표기는 상업적 이용 권리 확인을 대체하지 못한다. D 오답. 유사성 판단만으로 라이선스 위험을 가릴 수 없다. 실무 포인트: AI 생성물의 상업적 사용은 라이선스부터 확인한다. 변별 의도: ‘AI니까 괜찮다’는 사람과 라이선스를 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0003,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
64,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,AI가 제시한 통계와 출처를 외부 제출 보고서에 인용하려 하는데 출처 실재가 불확실하다. 가장 적절한 조치는?,AI가 제시한 출처 형식이 정확해 보여 그대로 인용한다,출처 표기만 남기고 사실 확인은 생략한다,원출처를 직접 확인하고 검증되면 인용한다,수치가 그럴듯하니 출처 없이 인용한다,,1,정답 근거 AI는 출처를 지어낼 수 있으므로 원출처를 확인하고 검증된 경우에만 인용한다. 보기 오답/정답 분석 A 오답. 형식이 그럴듯해도 실재 여부는 별개다. B 오답. 표기가 사실 검증을 대신하지 못한다. C 정답. AI는 출처를 지어낼 수 있으므로 원출처를 확인하고 검증된 경우에만 인용한다. D 오답. 출처 없는 외부 인용은 책임 위험이 크다. 실무 포인트: 외부에 내보낼 인용은 원출처 실재부터 확인한다. 변별 의도: 형식만 보는 사람과 실재를 확인하는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0004,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
65,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,AI 지원자 평가 결과가 특정 출신 집단에 일관되게 낮게 나온다. 가장 적절한 조치는?,낮게 나온 집단 점수만 일률적으로 올려 균형을 맞춘다,편향 가능성을 점검하고 사람 판단으로 보정한다,AI가 객관적이니 결과를 그대로 신뢰해 반영한다,데이터가 그렇게 나왔으니 수정 없이 사용한다,,1,정답 근거 학습 데이터 편향이 결과에 반영될 수 있으므로 편향을 점검하고 사람이 보정해야 한다. 보기 오답/정답 분석 A 오답. 원인 점검 없는 임의 보정은 또 다른 왜곡이다. B 정답. 학습 데이터 편향이 결과에 반영될 수 있으므로 편향을 점검하고 사람이 보정해야 한다. C 오답. AI 결과도 편향될 수 있어 그대로 신뢰할 수 없다. D 오답. 편향된 데이터를 그대로 쓰면 차별이 된다. 실무 포인트: AI 평가의 집단 간 편차는 편향을 의심하고 점검한다. 변별 의도: 결과를 맹신·임의보정하는 사람과 편향을 점검하는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0005,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
66,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,AI로 작성한 안내문 오류로 고객 피해가 생기자 담당자가 “AI가 만든 것”이라며 책임을 미룬다. 가장 적절한 입장은?,최종 검토·사용 책임은 담당자에게 있음을 인정하고 수습한다,도구가 만든 오류이니 사용자가 아니라 AI 제공사에 책임이 있다고 본다,오류는 드문 일이니 책임 소재를 따지지 않고 넘어간다,AI 사용 사실을 알리지 않고 조용히 수정만 한다,,1,정답 근거 AI는 도구이며 산출물의 검토·사용 책임은 이를 쓴 담당자와 조직에 있다. 보기 오답/정답 분석 A 정답. AI는 도구이며 산출물의 검토·사용 책임은 이를 쓴 담당자와 조직에 있다. B 오답. 사용 책임을 제공사에 전가할 수 없다. C 오답. 피해가 발생한 사안을 덮어선 안 된다. D 오답. 은폐는 책임 있는 대응이 아니다. 실무 포인트: AI 산출물의 책임은 사용한 사람에게 있다. 변별 의도: 책임을 전가하는 사람과 책임지고 수습하는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0006,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
67,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,동료가 “이름만 가리면 되니” 민감정보를 AI에 넣어 분석하자고 한다. 가장 적절한 판단은?,이름만 가리면 개인 식별이 불가능하니 그대로 입력한다,동료가 해본 방식이니 같은 방식으로 입력한다,분석 정확도를 위해 원본 그대로 입력한다,이름 외 식별 가능한 정보도 함께 비식별한다,,1,정답 근거 생년월일·연락처·주소 등 결합 식별이 가능한 정보까지 비식별해야 안전하다. 보기 오답/정답 분석 A 오답. 다른 항목 결합으로 재식별될 수 있다. B 오답. 선례가 안전성을 보장하지 않는다. C 오답. 정확도가 개인정보 보호에 우선하지 않는다. D 정답. 생년월일·연락처·주소 등 결합 식별이 가능한 정보까지 비식별해야 안전하다. 실무 포인트: 비식별은 이름뿐 아니라 결합 식별정보까지다. 변별 의도: ‘이름만 가리면 된다’는 사람과 재식별 위험을 보는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0007,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
68,AXIS,L2,보안·리스크 통제,리스크 통제형,리스크 통제형,tool_use,hard,타사 공개 보고서를 AI로 문장만 바꿔 우리 회사 자료로 배포하려 한다. 가장 적절한 조치는?,문장을 바꿨으니 표절이 아니라고 보고 그대로 배포한다,공개 자료이니 출처 없이 사용해도 된다고 본다,출처를 밝히고 인용 범위·저작권을 확인한다,핵심만 추려 우리 분석인 것처럼 배포한다,,1,정답 근거 문장을 바꿔도 내용 출처는 타사이므로 출처를 밝히고 인용 범위·저작권을 확인해야 한다. 보기 오답/정답 분석 A 오답. 표현만 바꾼 무출처 활용은 표절·저작권 위험이 있다. B 오답. 공개라고 출처·저작권이 면제되지 않는다. C 정답. 문장을 바꿔도 내용 출처는 타사이므로 출처를 밝히고 인용 범위·저작권을 확인해야 한다. D 오답. 출처 은폐는 표절에 해당할 수 있다. 실무 포인트: AI로 바꿔 써도 타사 내용은 출처·저작권을 확인한다. 변별 의도: 표현만 바꾸면 된다고 보는 사람과 출처를 밝히는 실무자를 구분한다.,AXIS-L2-OBJ-RSK-0008,False,approved,import:AXIS_L2_객관식_보안리스크통제_1차15문항_v1_1.html,2,,
