no,cert_type,level,subject,domain_area,q_type,item_purpose,difficulty,content,option_a,option_b,option_c,option_d,correct_answer,points,explanation,source_ref,shuffle_exempt,review_status,review_comment,version,created_by,created_date
62,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,거버넌스 개선으로 가장 적절한 것은?,도입 위험도에 따라 검토 절차를 차등화해 저위험 도입은 간소하게 승인한다,모든 도입에 동일한 다단계 검토·승인 절차를 적용해 누락을 원천 차단한다,속도를 위해 사후 보고만으로 도입을 허용한다,절차를 모두 없애 자유 도입을 허용한다,A,3,"절차를 위험도에 비례해 차등화해야 우회를 줄이고 통제를 지킨다. A가 적절하다. B는 일률 과중, C는 사전 통제 부재, D는 통제 제거다.",AXIS-L1-A-GV-M-212,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
63,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더가 가장 먼저 할 일은?,번역 결과 정확도를 먼저 검토한 뒤 대응을 정한다,재발 방지 교육 계획부터 수립한다,사용을 즉시 중지하고 협력사 통지와 계약 의무를 챙긴다,외부 번역은 업무에서 흔한 일이라며 별도 조치를 따로 하지 않는다,C,3,"비밀유지 위반은 봉쇄와 협력사·계약 의무가 1순위다. C가 적절하다. A는 분석을 봉쇄보다 앞세운 순서 오류, B는 시점 오류, D는 사고 부정이다.",AXIS-L1-A-RC-H-213,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
64,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,처리방침을 개정하고 동의 문구를 추가해 챗봇을 계속 운영한다,개인정보 수집을 즉시 멈추고 저장 범위와 동의 근거를 따진다,법무 검토 결과가 나올 때까지 챗봇을 그대로 둔다,민원이 없으니 문제없다고 본다,B,3,"동의 없는 수집은 중지와 저장 범위·동의 근거 확인이 우선이다. B가 적절하다. A는 운영을 멈추지 않은 사후 보완, C는 방치, D는 부정이다.",AXIS-L1-A-RC-H-214,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
65,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,팀장에게 확인하고 자체 점검만으로 아니면 종결한다,제보를 적어 두고 사용 내역을 살펴 사실관계를 가린다,익명 제보라 신뢰하기 어렵다며 정식 제보 절차만 접수한다,제보자가 누구인지 색출해 따로 경고하고 넘어간다,B,3,"제보는 남기고 사용 내역을 살펴 사실관계를 가려야 한다. B가 적절하다. A는 팀장 진술에 기대 자체 점검만으로 종결하려 하고, C는 채널 핑계, D는 제보자 위축이다.",AXIS-L1-A-RC-M-215,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
66,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,외부 컨설팅을 받아 전사 정책을 처음부터 새로 정의해 적용한다,현 운영을 새 기준에 견줘 격차를 짚고 보완한다,규제가 확정 시행될 때까지 운영을 변경하지 않는다,적발되기 전까지 현행 운영을 그대로 유지한다,B,3,"규제 변화는 현 운영과 격차를 짚어 보완하는 것이 우선이다. B가 적절하다. A는 과도한 전면 재정의, C·D는 위험을 방치하는 관망이다.",AXIS-L1-A-RC-H-216,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
67,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,컴플라이언스 조치로 가장 적절한 것은?,업체 보안 인증서와 점검 보고서를 받아 보관해 신뢰한다,문제가 생기면 그때 계약을 해지하기로 정하고 현재는 그냥 둔다,재위탁·보관·삭제 조건을 계약과 점검 항목으로 박는다,외주이므로 데이터 책임은 업체에 있다고 본다,C,3,"위탁 데이터는 재위탁·보관·삭제 조건을 계약과 점검으로 통제해야 한다. C가 적절하다. A는 인증서·보고서 보관을 통제로 오인, B는 사후 대응, D는 책임 전가다.",AXIS-L1-A-RC-H-217,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
68,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,hard,조직 품질관리 기준으로 가장 적절한 것은?,번역 프롬프트와 용어집을 정비해 정확도를 높인다,오역이 잦은 직원에게는 앞으로 번역 업무를 아예 맡기지 않는다,중요 문서는 사람이 원문과 맞춰 본 뒤 내보낸다,빠른 처리를 위해 검수 단계를 생략한다,C,3,"중요 문서는 사람이 원문과 맞춰 보고 내보내야 한다. C가 검증 게이트다. A는 도구 개선일 뿐 게이트가 아니고, B는 개인 귀책, D는 검수 제거다.",AXIS-L1-A-QM-M-218,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
69,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,medium,품질 일관성을 높이는 조치로 가장 적절한 것은?,잘 쓴 직원 문체를 표준 예시로 정해 따라 하게 한다,공통 스타일·용어 가이드와 검토 기준을 둔다,외부 문서는 모두 한 사람이 도맡아 작성하게 한다,톤이 다른 것은 개성이라며 그대로 둔다,B,3,"일관성은 공통 가이드와 검토 기준으로 확보한다. B가 적절하다. A는 한 사람 문체를 검토·승인해 강요할 뿐 기준이 아니고, C는 병목, D는 방치다.",AXIS-L1-A-QM-M-219,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
70,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,hard,품질·책임 체계로 가장 적절한 것은?,입력·근거·검토 이력을 남기게 한다,결과 표현과 도표를 기준에 맞춰 더 다듬어 설득력을 높인다,설명이 필요하면 그때 담당자가 근거를 재구성하게 한다,결과가 맞으면 근거 기록은 불필요하다고 본다,A,3,"설명 책임은 입력·근거·검토 이력을 남기는 데서 나온다. A가 적절하다. B는 표현 보정, C는 사후 재구성, D는 기록 불요 오해다.",AXIS-L1-A-QM-M-220,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
71,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,hard,리더의 변화관리 대응으로 가장 적절한 것은?,디지털에 익숙한 젊은 직원들 중심으로 먼저 확산하고 베테랑은 자연스러운 동참을 기다린다,AI 활용도를 평가에 반영해 동참을 유도한다,전문성을 보완하는 활용 사례를 직접 보여주며 우려를 충분히 다루고 참여 방식을 같이 짠다,냉소적인 직원을 핵심 업무에서 배제한다,C,3,"전문성을 보완하는 사례로 우려를 다루고 참여를 설계해야 한다. C가 적절하다. A는 우회·관망, B는 평가 압박, D는 배제다.",AXIS-L1-A-CM-M-221,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
72,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,medium,확산을 정착시키는 전략으로 가장 적절한 것은?,업무에 내장된 실습과 후속 코칭으로 적용을 이어간다,효과 좋던 동일 교육을 분기마다 그대로 반복한다,활용이 줄어든 직원에게 경고를 보낸다,정착은 개인 의지의 문제라며 그대로 둔다,A,3,"정착은 업무 내장 실습과 후속 코칭에서 나온다. A가 적절하다. B는 동일 교육 반복, C는 경고 압박, D는 방치다.",AXIS-L1-A-CM-M-222,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
73,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,hard,확산 대응으로 가장 적절한 것은?,성공 부서 방식을 표준 패키지로 묶어 똑같이 의무화한다,반발이 심한 부서는 아예 확산 대상에서 빼 둔다,성공 원리를 뽑아 부서 맥락에 맞게 바꿔 적용한다,본사 지시이니 모든 부서가 예외 없이 그대로 따르게 한다,C,3,"확산은 성공 원리를 추출해 부서 맥락에 맞게 변형해야 한다. C가 적절하다. A는 일률 의무화, B는 회피, D는 강제다.",AXIS-L1-A-CM-M-223,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
74,AXIS,L1,KPI·성과관리·사고대응,성과관리형·사고대응형,성과관리형·사고대응형,case_judgment,medium,성과지표 보완으로 가장 적절한 것은?,사용량 대신 업무 성과와 품질 변화를 본다,사용 건수에 만족도와 시간을 더해 측정한다,사용이 많은 직원을 매월 우수 활용자로 포상한다,사용 건수 목표치를 분기마다 더 높게 설정한다,A,3,"사용량이 아니라 업무 성과와 품질 변화를 봐야 부작용을 막는다. A가 적절하다. B는 여전히 활동 지표, C·D는 잘못된 지표를 강화한다.",AXIS-L1-A-PF-M-224,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
75,AXIS,L1,KPI·성과관리·사고대응,성과관리형·사고대응형,성과관리형·사고대응형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,오답을 학습 데이터에 넣고 프롬프트를 보완해 운영을 잇는다,챗봇 답변을 멈춰 바로잡고 영향 고객과 원인을 챙긴다,고객이 직접 문의해 오면 그때그때 담당자가 개별적으로 정정한다,아주 드문 오류라며 별도의 후속 조치는 따로 하지 않는다,B,3,"잘못된 안내는 답변 중지·정정과 영향 고객·원인 확인이 우선이다. B가 적절하다. A는 운영을 멈추지 않은 개선, C는 사후 개별 대응, D는 부정이다.",AXIS-L1-A-IR-H-225,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 3.yaml,2,,
76,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,hard,조직 AI 활용수준을 진단하기 위한 첫 조치로 가장 적절한 것은?,현장·사무 직무별로 실제 적용 지점과 위험 사용을 파악한다,전 직원 설문으로 사용 빈도를 모아 성숙도를 평가해 점수화한다,도입률이 높은 사무직 방식을 그대로 현장에 적용한다,도입률이 높은 부서를 우수사례로 먼저 지정한다,A,3,"진단은 사용량이 아니라 직무별 실제 적용과 위험을 봐야 한다. A가 본질을 본다. B는 활동 지표, C는 맥락 무시 이식, D는 진단 전 표창이다.",AXIS-L1-A-OD-M-301,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
77,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,medium,활용수준 진단 방법으로 가장 적절한 것은?,자가 체크리스트 문항을 늘려 응답 신뢰도를 점검한다,응답 점수만으로 부서 활용 순위를 매긴다,산출물 표본까지 살펴 실태를 가린다,응답률이 높은 부서를 활용 우수팀으로 본다,C,3,"자가응답은 부풀려지므로 실제 산출물로 교차 확인해야 한다. C가 실태를 가린다. A는 설문 정교화, B는 응답 단일원, D는 응답률 착시다.",AXIS-L1-A-OD-M-302,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
78,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,hard,진단 결과를 활용한 후속 조치로 가장 적절한 것은?,두 직무군에 동일 과정을 평가 시험과 함께 일괄 편성한다,활용 높은 영업군 방식을 전사 표준으로 삼는다,"영업군엔 검증·윤리, 관리군엔 적용을 보강한다",격차가 큰 직무군은 교육 대신 인력 재배치로 푼다,C,3,"진단 결과는 직무군 취약점에 맞춘 교육으로 이어져야 한다. C가 강·약점을 반영한다. A는 차이 무시 일괄, B는 약점 확산, D는 교육 회피다.",AXIS-L1-A-OD-M-303,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
79,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,medium,실제 활용수준을 판단하기 위해 리더가 볼 것은?,도입률·사용횟수·만족도를 모아 활용 점수로 집계한다,보고 수치를 믿고 우수 조직으로 곧바로 지정한다,옆 부서 평판을 물어 활용 수준을 가늠한다,산출물·데이터 처리 방식을 따진다,D,3,"도입률·자기보고가 아니라 만들고 다룬 방식으로 본다. D가 실태를 본다. A는 양적 지표, B는 무검증 신뢰, C는 평판 대체다.",AXIS-L1-A-OD-M-304,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
80,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,hard,효과·리스크·실패비용을 함께 볼 때 파일럿으로 가장 적절한 과제는?,회의록 요약부터 도입하고 사람이 마지막에 다듬는다,급여 자동계산을 도입하되 사람이 항목을 최종 검토한다,신약 후보 스크리닝 결과를 검증 없이 바로 채택한다,고객문의 자동분류를 도입해 상담 인력을 줄인다,A,3,"초기 파일럿은 효과가 있으면서 민감도·실패비용이 낮아야 한다. A가 가장 안전하다. B는 사람 검토를 붙여도 급여 데이터 고위험, C는 무검증 채택, D는 효과만 본 인력 감축이다.",AXIS-L1-A-PP-M-305,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
81,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,medium,과제 우선순위 결정 기준으로 가장 적절한 것은?,가장 화제인 기술을 쓰는 과제를 먼저 검토해 착수한다,기대효과·민감도·실패비용·실현성을 따져 기준을 세운다,제안 부서의 목소리가 큰 순서로 정한다,동종업계에서 가장 많이 도입한 과제 목록을 그대로 베껴 따른다,B,3,"우선순위는 효과·리스크·실현가능성을 함께 본 기준으로 정한다. B가 다기준이다. A는 유행 추종, C는 정치적 판단, D는 벤치마크 추종이다.",AXIS-L1-A-PP-M-306,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
82,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,hard,첫 분기 포트폴리오 구성으로 가장 적절한 것은?,빠른 성과 과제로 시작해 정비 과제도 이어간다,효과가 큰 정비 과제 하나를 먼저 검토해 자원을 몰아넣는다,제안된 모든 과제를 난이도와 무관하게 동시에 벌인다,정비가 끝날 때까지 모든 착수를 미룬다,A,3,"초기엔 빠른 성과로 학습·신뢰를 쌓으며 기반 과제를 병행한다. A가 균형이다. B는 편중, C는 통제 없는 남발, D는 과도한 지연이다.",AXIS-L1-A-PP-M-307,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
83,AXIS,L1,AI 적용 과제 발굴·우선순위,과제포트폴리오형,과제포트폴리오형,case_judgment,hard,확대 적용 결정으로 가장 적절한 것은?,성공팀 설정·프롬프트를 표준 매뉴얼로 점검해 전사 배포한다,효과가 확인됐으니 전사 적용 일정부터 못박는다,성공팀 방식을 그대로 전 부서에 복제한다,부서별 차이를 살펴 조금씩 넓힌다,D,3,"확대는 맥락 차이를 살피며 단계적으로 검증해야 한다. D가 안전한 확산이다. A는 맥락 무시 표준화, B는 일정 우선, C는 무검증 복제다.",AXIS-L1-A-PP-M-308,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
84,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,조직 AI 사용기준 수립에서 가장 먼저 고정할 것은?,부서별 사용량·만족도를 측정해 현황판부터 만든다,안전해 보이는 도구 하나로 묶고 나머지는 막는다,직원 자율을 위해 도구·입력을 모두 풀어 둔다,쓸 도구·금지 정보·책임자를 먼저 세운다,D,3,"거버넌스는 도구·금지정보·책임을 먼저 고정한다. D가 통제 기준이다. A는 측정 우선, B는 기준 없는 조기 락인, C는 통제 부재다.",AXIS-L1-A-GV-M-309,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
85,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,medium,현업 자동화 운영체계로 가장 적절한 것은?,"도구마다 등록대장과 소유자, 변경·폐기 규칙을 마련한다",빠른 확산을 위해 보안검토 없이 부서별 봇 개발을 자율화한다,문제 생긴 봇만 사후에 IT가 회수한다,현업 봇을 모두 IT가 다시 개발해 흡수한다,A,3,"현업 자동화는 등록·소유자·변경·폐기로 책임과 유지보수를 확보한다. A가 적절하다. B는 통제 부재, C는 사후 대응, D는 과잉 중앙화다.",AXIS-L1-A-GV-M-310,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
86,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,거버넌스 체계 구성으로 가장 적절한 것은?,현업·법무·보안·인사가 참여하는 결정 구조를 짠다,IT가 단독으로 모든 기준을 정해 검토 결과를 통보한다,사고가 난 뒤에만 임시 위원회를 소집한다,법무·인사 의견은 듣되 결정권은 IT가 쥔다,A,3,"AI 리스크는 여러 기능에 걸쳐 관련 부서가 권한을 나눠 결정해야 한다. A가 실효 구조다. B는 편협, C는 사후 대응, D는 형식적 자문이다.",AXIS-L1-A-GV-M-311,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
87,AXIS,L1,AI 운영기준·거버넌스 설계,거버넌스 설계형,거버넌스 설계형,case_judgment,hard,운영 가능한 정책으로 보완할 핵심은?,금지 항목을 더 점검해 정책 문서에 길게 적는다,정책은 선언문으로 두고 세부는 부서 재량에 맡긴다,위반은 부서장이 사안별로 알아서 처리하게 둔다,예외를 누가 허용하고 위반 시 어떻게 풀지 정한다,D,3,"정책은 예외 승인·위반 대응·재검토 주기가 있어야 운영된다. D가 실행 가능하다. A는 금지 확장, B는 선언적, C는 절차 없는 재량이다.",AXIS-L1-A-GV-M-312,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
88,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더가 가장 먼저 할 일은?,영향 범위와 통지 문안을 먼저 폭넓게 분석한 뒤 사용을 중지한다,재발 방지 규정 개정부터 추진한다,사용을 즉시 멈추고 로그를 보존하며 영향 범위와 보고를 챙긴다,담당자에게 구두 주의를 주고 보고서 문구만 지운다,C,3,"사고는 봉쇄와 증거 보존이 1순위다. C가 즉시 차단·보존이다. A는 분석을 봉쇄보다 앞세운 순서 오류, B는 장기조치 우선, D는 사고 축소다.",AXIS-L1-A-RC-H-313,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
89,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,약관과 보존·재학습 정책을 검토해 위험 등급을 분류한 뒤 정한다,입력 범위를 파악하고 정책을 따진다,유출이 확정되기 전까지 아무 조치도 하지 않는다,해당 직원 계정만 정지하고 추이를 지켜본다,B,3,"불확실해도 입력 범위 파악과 정책 확인으로 능동 대응해야 한다. B가 확인과 통제를 병행한다. A는 등급 분류로 지연, C는 방치, D는 소극 관망이다.",AXIS-L1-A-RC-H-314,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
90,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,법무와 협의해 공식 입장문을 먼저 작성한 뒤 사실 확인은 병행한다,담당자 말만 듣고 문제없다고 그대로 전달한다,사용·입력 기록을 살펴 사실을 가린 뒤 책임 범위에 맞춰 회신한다,문의를 미뤄 두고 시간이 지나길 기다린다,C,3,"외부 문의는 기록을 살펴 사실을 가린 뒤 회신해야 한다. C가 책임 있는 대응이다. A는 사실 확인 전 입장문, B는 단일 진술 의존, D는 회피다.",AXIS-L1-A-RC-M-315,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
91,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,출처를 표기하고 인용 범위를 명시해 정당함을 문서로 남긴 뒤 낸다,AI가 만든 자료라 저작권 문제는 없다고 본다,마감이 급하니 일단 내고 권리는 나중에 확인한다,권리관계를 따져 출처가 불분명한 소재는 빼거나 바꾼다,D,3,"권리관계가 불분명한 소재는 빼거나 바꾼 뒤 봐야 한다. D가 사전 통제다. A는 출처 표기를 권리 확보로 오인, B는 권리 경시, C는 위험 감수 후행이다.",AXIS-L1-A-RC-H-316,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
92,AXIS,L1,리스크·컴플라이언스 통제,리스크·컴플라이언스형,리스크·컴플라이언스형,case_judgment,hard,컴플라이언스 실효성을 높이는 조치로 가장 적절한 것은?,"금지 행위와 처벌 수위, 예시를 더 상세히 적어 다시 배포한다",위반을 남기고 원인을 따져 점검을 돌린다,적발 위반자를 즉시 중징계해 본보기로 삼는다,준수는 개인 양심에 맡기고 별도 점검은 않는다,B,3,"실효성은 기록·원인·정기 점검의 운영에서 나온다. B가 체계다. A는 문서 보강, C는 처벌 의존, D는 통제 포기다.",AXIS-L1-A-RC-H-317,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
93,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,hard,조직 품질관리 기준으로 가장 적절한 것은?,"표현과 도표, 요약 구조를 더 전문적으로 다듬어 완성도를 높인다",AI 활용을 표시하면 수치 검증 책임은 작성자에서 빠진다,출처와 수치를 짚고 추정 표현을 가른 뒤 책임자를 남긴다,기획팀 내부 검토를 거쳐 제출을 마무리한다,C,3,"품질관리는 출처·수치 확인과 추정 구분, 책임자 기록을 요구한다. C가 검증 기준이다. A는 완성도 다듬기, B는 책임 면제 오해, D는 검증 누락이다.",AXIS-L1-A-QM-M-318,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
94,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,medium,산출물 품질 편차를 줄이는 조치로 가장 적절한 것은?,잘하는 직원 결과물을 검토·평가해 모범으로 공유한다,누구나 따르는 공통 점검표와 합격선을 표준으로 세운다,품질 낮은 직원을 평가에서 바로 불이익 준다,AI 사용을 막아 편차 자체를 없앤다,B,3,"편차는 공통 점검표·합격 기준의 표준화로 줄인다. B가 적절하다. A는 모범 공유뿐, C는 처벌 의존, D는 도입 후퇴다.",AXIS-L1-A-QM-M-319,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
95,AXIS,L1,AI 산출물 품질관리,품질관리형,품질관리형,case_judgment,hard,품질 책임 체계로 가장 적절한 것은?,오류 유형을 분석·분류하고 프롬프트 교육을 강화한다,AI가 썼으니 사실 오류 책임은 도구에 있다고 본다,보내기 전 사람이 사실을 짚고 책임자를 세운다,오류 잦은 업무는 담당자를 조용히 교체한다,C,3,"AI 산출물도 사람의 최종 확인·책임자 지정으로 책임을 둔다. C가 책임 체계다. A는 입력 개선이지 체계가 아니고, B는 책임 전가, D는 개인 귀책이다.",AXIS-L1-A-QM-M-320,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
96,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,hard,리더의 변화관리 대응으로 가장 적절한 것은?,의지 높은 부서부터 품질검수·확산계획을 가동해 빠르게 편다,도입은 경영진 결정이라며 성과평가에 반영해 압박한다,직원이 거부 못하게 자동화 범위를 먼저 넓힌다,우려 원인을 듣고 제한된 파일럿과 피드백 방식을 짠다,D,3,"변화관리는 우려를 듣고 작은 파일럿으로 신뢰를 쌓아야 한다. D가 적절하다. A는 저항 우회 과속, B는 압박, C는 강제다.",AXIS-L1-A-CM-M-321,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
97,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,medium,교육·확산 전략으로 가장 적절한 것은?,직무별 실제 시나리오로 교육을 다시 짜 적용 과제와 연결한다,"같은 교육에 실습과 평가 시험, 수료 인증까지 그대로 보탠다",적용이 잘 되는 부서 사례를 모아 전사에 다시 공유한다,적용 저조 부서를 교육 대상에서 뺀다,A,3,"현업 적용은 직무 맥락 교육과 적용 과제 연결에서 나온다. A가 적절하다. B는 강도만 높임, C는 공유에 그침, D는 배제다.",AXIS-L1-A-CM-M-322,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
98,AXIS,L1,교육·변화관리·확산,변화관리형,변화관리형,case_judgment,hard,확산 속도 차이에 대한 리더 대응으로 가장 적절한 것은?,앞선 팀 방식을 검토해 모범 표준으로 전사 의무화한다,느린 팀의 걸림돌을 살펴 필요한 지원을 한다,느린 팀에 분기 사용 목표치를 줘 달성을 관리한다,속도차는 자연스럽다며 그대로 둔다,B,3,"확산 격차는 걸림돌을 살펴 맞춤 지원으로 좁힌다. B가 적절하다. A는 일률 의무화, C는 목표 압박, D는 방치다.",AXIS-L1-A-CM-M-323,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
99,AXIS,L1,KPI·성과관리·사고대응,성과관리형·사고대응형,성과관리형·사고대응형,case_judgment,hard,L1 리더가 추가해야 할 성과지표로 가장 적절한 것은?,"수료율과 만족도, 강사 평가에 사후 시험을 더해 추적한다","업무시간 절감과 오류 감소, 안전 활용 준수율을 지표로 잡는다",AI 사용횟수와 프롬프트 입력량을 부서별로 집계해서 모은다,자격 취득자 수만 KPI로 삼는다,B,3,"성과관리는 교육활동이 아니라 업무성과·품질·안전 활용을 본다. B가 성과 지표다. A는 정밀해도 학습 지표, C는 사용량 대리, D는 자격 수 단일지표다.",AXIS-L1-A-PF-M-324,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
100,AXIS,L1,KPI·성과관리·사고대응,성과관리형·사고대응형,성과관리형·사고대응형,case_judgment,hard,리더의 대응으로 가장 적절한 것은?,문제 수치를 고치고 출처 추정을 각주로 달아 완화한 뒤 낸다,AI 생성 자료라는 표시만 붙여 그대로 배포한다,배포를 멈추고 누가 통과시켰는지 따진다,홍보팀 재검토를 거쳐 배포 여부를 팀장에게 맡긴다,C,3,"검증되지 않은 대외 수치는 신뢰·법적 리스크다. C가 보류와 흐름 점검이다. A는 미검증 배포, B는 면책 표시, D는 시스템 개선 없는 위임이다.",AXIS-L1-A-IR-H-325,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 4.yaml,2,,
101,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,hard,조직 AI 활용수준을 진단하기 위한 첫 조치로 가장 적절한 것은?,전 직원 설문으로 사용 빈도를 모아 팀 성숙도를 평가해 점수화한다,팀별로 실제 업무 적용 지점과 위험 사용을 파악한다,활용 많은 배차팀 방식을 그대로 정산팀에 옮긴다,도입률 높은 팀을 우수사례로 먼저 발표한다,B,3,"진단은 사용량이 아니라 팀별 실제 적용과 위험을 봐야 한다. B가 본질을 본다. A는 활동 지표, C는 맥락 무시 이식, D는 진단 전 표창이다.",AXIS-L1-A-OD-M-401,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 5.yaml,2,,
102,AXIS,L1,조직 AI 활용수준 진단,조직진단형,조직진단형,case_judgment,medium,활용수준 진단 방법으로 가장 적절한 것은?,관리자 평가 외에 실제 산출물 표본까지 살펴 실태를 가린다,관리자 평가 항목을 훨씬 더 늘려 응답 신뢰도를 점검해 둔다,관리자 점수만으로 팀 활용 순위를 매긴다,평가가 높은 팀을 활용 우수팀으로 본다,A,3,"주관 평가는 편향되므로 실제 산출물로 교차 확인해야 한다. A가 실태를 가린다. B는 평가 정교화, C는 점수 단일원, D는 평가 착시다.",AXIS-L1-A-OD-M-402,False,approved,import:AXIS L1 Leader 사례형 객관식 문제은행 5.yaml,2,,
