set_no,cert_type,level,task_type,task_title,time_limit,scenario_content,sample_data,required_structure,forbidden_rules,ai_tool_allowed,rubric,max_score,model_answer,risk_criteria,benchmark_excellent,benchmark_normal,benchmark_borderline,benchmark_fail,ai_prompt_version,review_status,review_comment,version,created_by,created_date
46,AXIS,L3,l3_verify,문항 6. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 출처 없는 비교 기준 논리비약 지표 해석 오류 first_action '업계 최상위권'과 '글로벌 평균 40점'의 출처·산출 기준을 확인하고, 확인 불가 시 비교 표현을 삭제한다. key_reason 업계·글로벌 비교 기준에 출처가 없고, 높은 만족도가 CS 투자 축소의 근거가 되는 것은 논리비약이다. 만족도 유지에는 지속 투자가 필요할 수 있다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 출처 없는 비교 기준 논리비약 지표 해석 오류 first_action '업계 최상위권'과 '글로벌 평균 40점'의 출처·산출 기준을 확인하고, 확인 불가 시 비교 표현을 삭제한다. key_reason 업계·글로벌 비교 기준에 출처가 없고, 높은 만족도가 CS 투자 축소의 근거가 되는 것은 논리비약이다. 만족도 유지에는 지속 투자가 필요할 수 있다.",,,,v1.1,approved,AXIS-L3-P-046,2,,
47,AXIS,L3,l3_verify,문항 7. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 평균의 함정 부서별 편차 무시 과도한 일반화 first_action 생산부 2.1·물류부 2.0 등 평균 이하 부서를 별도 분석하고, '모든 부서 만족'이라는 표현을 부서별 편차를 반영한 서술로 수정한다. key_reason 평균 4.2여도 생산부·물류부는 2점대로 불만족 수준이므로, 전사 만족이라는 결론은 편차를 무시한 오류이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 평균의 함정 부서별 편차 무시 과도한 일반화 first_action 생산부 2.1·물류부 2.0 등 평균 이하 부서를 별도 분석하고, '모든 부서 만족'이라는 표현을 부서별 편차를 반영한 서술로 수정한다. key_reason 평균 4.2여도 생산부·물류부는 2점대로 불만족 수준이므로, 전사 만족이라는 결론은 편차를 무시한 오류이다.",,,,v1.1,approved,AXIS-L3-P-047,2,,
48,AXIS,L3,l3_verify,문항 8. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 출처 없는 수치 오래된 기준 연도 과도한 일반화 first_action 25% 성장률과 50조 원 전망의 원출처·발행 기관·조사 시점을 확인하고, 2023년 기준 데이터의 최신성을 검토한다. key_reason 출처·기관 없는 시장 수치와 '전문가들이 입을 모은다'는 불특정 표현은 신뢰할 수 없고, 2023년 기준 데이터의 현재 유효성도 확인해야 한다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 출처 없는 수치 오래된 기준 연도 과도한 일반화 first_action 25% 성장률과 50조 원 전망의 원출처·발행 기관·조사 시점을 확인하고, 2023년 기준 데이터의 최신성을 검토한다. key_reason 출처·기관 없는 시장 수치와 '전문가들이 입을 모은다'는 불특정 표현은 신뢰할 수 없고, 2023년 기준 데이터의 현재 유효성도 확인해야 한다.",,,,v1.1,approved,AXIS-L3-P-048,2,,
49,AXIS,L3,l3_verify,문항 9. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 구체적 근거 부재 표현 과장 질문 범위 불명확에 따른 피상적 답변 first_action '업계 최고', '압도', '매우 강하다' 등 근거 없는 과장 표현을 삭제하고, 구체적 지표(시장점유율·매출 성장률 등)로 대체할 데이터를 확인한다. key_reason 모호한 질문에 AI가 근거 없이 긍정적으로 답한 결과이며, 과장 표현을 그대로 보고서에 쓰면 신뢰를 잃는다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 구체적 근거 부재 표현 과장 질문 범위 불명확에 따른 피상적 답변 first_action '업계 최고', '압도', '매우 강하다' 등 근거 없는 과장 표현을 삭제하고, 구체적 지표(시장점유율·매출 성장률 등)로 대체할 데이터를 확인한다. key_reason 모호한 질문에 AI가 근거 없이 긍정적으로 답한 결과이며, 과장 표현을 그대로 보고서에 쓰면 신뢰를 잃는다.",,,,v1.1,approved,AXIS-L3-P-049,2,,
50,AXIS,L3,l3_verify,문항 10. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 핵심 내용 과도 축약 수치 맥락 누락 원문 왜곡 가능성 first_action 요약 내용이 원문 보고서의 맥락과 일치하는지 핵심 수치(15억, 300%)가 등장하는 원문 페이지를 대조 확인한다. key_reason AI 요약은 핵심을 빠뜨리거나 맥락을 왜곡할 수 있으므로, 의사결정에 사용하기 전에 원문 대조가 필수이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 핵심 내용 과도 축약 수치 맥락 누락 원문 왜곡 가능성 first_action 요약 내용이 원문 보고서의 맥락과 일치하는지 핵심 수치(15억, 300%)가 등장하는 원문 페이지를 대조 확인한다. key_reason AI 요약은 핵심을 빠뜨리거나 맥락을 왜곡할 수 있으므로, 의사결정에 사용하기 전에 원문 대조가 필수이다.",,,,v1.1,approved,AXIS-L3-P-050,2,,
51,AXIS,L3,l3_verify,문항 11. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 출처 없는 수치 전문가 발언 미검증 과도한 일반화 first_action 82% 도입률의 조사 기관·시점·표본을 확인하고, 전문가 A씨의 실존 여부와 발언 원문을 검증한다. key_reason 출처 불명의 수치와 검증 불가 전문가 발언으로 위기감을 조성하는 것은 보고서에 사용하면 안 되며, AI가 만든 인용은 특히 존재 여부를 확인해야 한다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 출처 없는 수치 전문가 발언 미검증 과도한 일반화 first_action 82% 도입률의 조사 기관·시점·표본을 확인하고, 전문가 A씨의 실존 여부와 발언 원문을 검증한다. key_reason 출처 불명의 수치와 검증 불가 전문가 발언으로 위기감을 조성하는 것은 보고서에 사용하면 안 되며, AI가 만든 인용은 특히 존재 여부를 확인해야 한다.",,,,v1.1,approved,AXIS-L3-P-051,2,,
52,AXIS,L3,l3_verify,문항 12. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 출처 없는 수치 실패 사례 은폐 과도한 일반화 first_action 10배·70%·3개월 ROI 수치의 출처와 적용 조건(업종·규모·업무 유형)을 확인하고, 도입 실패 사례를 별도 조사한다. key_reason AI가 제시한 효과 수치에 적용 조건과 출처가 없고, '실패 사례 거의 없음'은 사실과 다를 가능성이 높아 균형 잡힌 조사가 필요하다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 출처 없는 수치 실패 사례 은폐 과도한 일반화 first_action 10배·70%·3개월 ROI 수치의 출처와 적용 조건(업종·규모·업무 유형)을 확인하고, 도입 실패 사례를 별도 조사한다. key_reason AI가 제시한 효과 수치에 적용 조건과 출처가 없고, '실패 사례 거의 없음'은 사실과 다를 가능성이 높아 균형 잡힌 조사가 필요하다.",,,,v1.1,approved,AXIS-L3-P-052,2,,
53,AXIS,L3,l3_verify,문항 13. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 과도한 일반화 논리비약 수치 근거 부재 first_action '모든 문의 즉시 대응'과 '80% 감축 무영향'의 근거를 확인하고, 복잡 문의·감정 대응 등 챗봇 한계를 반영하여 표현을 수정한다. key_reason 챗봇이 모든 문의를 대체할 수 있다는 주장은 복잡 문의·감정 상담 등 한계를 무시한 과도한 일반화이며, 인력 80% 감축은 근거 없는 수치이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 과도한 일반화 논리비약 수치 근거 부재 first_action '모든 문의 즉시 대응'과 '80% 감축 무영향'의 근거를 확인하고, 복잡 문의·감정 대응 등 챗봇 한계를 반영하여 표현을 수정한다. key_reason 챗봇이 모든 문의를 대체할 수 있다는 주장은 복잡 문의·감정 상담 등 한계를 무시한 과도한 일반화이며, 인력 80% 감축은 근거 없는 수치이다.",,,,v1.1,approved,AXIS-L3-P-053,2,,
54,AXIS,L3,l3_verify,문항 14. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 표본 크기 부족 과도한 일반화 논리비약 first_action VOC 20건은 통계적으로 유의미한 표본이 아니므로, 최소 3개월 이상 데이터로 재분석하고 '기타 15%'의 세부 분류를 확인한다. key_reason 20건만으로 85%라는 비율을 일반화할 수 없고, 배송만 해결하면 만족도가 획기적으로 개선된다는 결론은 표본 부족 상태의 논리비약이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 표본 크기 부족 과도한 일반화 논리비약 first_action VOC 20건은 통계적으로 유의미한 표본이 아니므로, 최소 3개월 이상 데이터로 재분석하고 '기타 15%'의 세부 분류를 확인한다. key_reason 20건만으로 85%라는 비율을 일반화할 수 없고, 배송만 해결하면 만족도가 획기적으로 개선된다는 결론은 표본 부족 상태의 논리비약이다.",,,,v1.1,approved,AXIS-L3-P-054,2,,
55,AXIS,L3,l3_verify,문항 15. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 부정 리뷰 축소 긍정 편향 요약 구체적 불만 내용 누락 first_action 부정 리뷰 60건(30%)의 주요 불만 유형을 분류·추가하고, 긍정·부정·중립 비율을 명시하여 균형 잡힌 요약으로 수정한다. key_reason 200건 중 부정 60건(30%)을 생략하고 '전반적으로 매우 만족'이라고 요약한 것은 현실을 왜곡하며, 불만 내용을 파악해야 개선이 가능하다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 부정 리뷰 축소 긍정 편향 요약 구체적 불만 내용 누락 first_action 부정 리뷰 60건(30%)의 주요 불만 유형을 분류·추가하고, 긍정·부정·중립 비율을 명시하여 균형 잡힌 요약으로 수정한다. key_reason 200건 중 부정 60건(30%)을 생략하고 '전반적으로 매우 만족'이라고 요약한 것은 현실을 왜곡하며, 불만 내용을 파악해야 개선이 가능하다.",,,,v1.1,approved,AXIS-L3-P-055,2,,
56,AXIS,L3,l3_verify,문항 16. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 편향 가능성 미검토 객관성 과신 사람 검토 생략 유도 first_action AI 추천 결과에서 성별·연령·학력·지역 등 특정 그룹 편중이 없는지 확인하고, 반드시 사람이 최종 심사하도록 프로세스를 수정한다. key_reason AI 분석이 객관적이라고 단정할 수 없으며, 학습 데이터의 편향이 특정 그룹을 배제할 위험이 있어 사람의 최종 검토가 필수이다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 편향 가능성 미검토 객관성 과신 사람 검토 생략 유도 first_action AI 추천 결과에서 성별·연령·학력·지역 등 특정 그룹 편중이 없는지 확인하고, 반드시 사람이 최종 심사하도록 프로세스를 수정한다. key_reason AI 분석이 객관적이라고 단정할 수 없으며, 학습 데이터의 편향이 특정 그룹을 배제할 위험이 있어 사람의 최종 검토가 필수이다.",,,,v1.1,approved,AXIS-L3-P-056,2,,
57,AXIS,L3,l3_verify,문항 17. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 출처 실존 미확인 전문가 발언 조작 가능성 환각(허위 인용) 가능성 first_action 한국생산성본부 2025년 보고서의 실존 여부와 67.3% 수치를 공식 사이트에서 확인하고, 김○○ 교수의 실존·발언 원문을 검증한다. key_reason AI는 실존하지 않는 보고서·인물·발언을 그럴듯하게 만들어내는 환각 현상이 있으므로, 인용·출처·전문가 발언은 반드시 원문 확인이 필요하다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 출처 실존 미확인 전문가 발언 조작 가능성 환각(허위 인용) 가능성 first_action 한국생산성본부 2025년 보고서의 실존 여부와 67.3% 수치를 공식 사이트에서 확인하고, 김○○ 교수의 실존·발언 원문을 검증한다. key_reason AI는 실존하지 않는 보고서·인물·발언을 그럴듯하게 만들어내는 환각 현상이 있으므로, 인용·출처·전문가 발언은 반드시 원문 확인이 필요하다.",,,,v1.1,approved,AXIS-L3-P-057,2,,
58,AXIS,L3,l3_verify,문항 18. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 윤리 원칙 위반 항목 포함 개인정보 보호 위반 저작권 오해 first_action ①②③ 항목을 삭제 또는 수정하고, 'AI 결과는 반드시 검증', '개인정보 입력 금지', '저작권 확인 후 사용'으로 교체한다. key_reason AI가 만든 윤리 체크리스트 자체에 윤리 위반 항목이 섞여 있으므로, 체크리스트도 사람이 반드시 검토해야 한다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 윤리 원칙 위반 항목 포함 개인정보 보호 위반 저작권 오해 first_action ①②③ 항목을 삭제 또는 수정하고, 'AI 결과는 반드시 검증', '개인정보 입력 금지', '저작권 확인 후 사용'으로 교체한다. key_reason AI가 만든 윤리 체크리스트 자체에 윤리 위반 항목이 섞여 있으므로, 체크리스트도 사람이 반드시 검토해야 한다.",,,,v1.1,approved,AXIS-L3-P-058,2,,
59,AXIS,L3,l3_verify,문항 19. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues 정확도 지표의 함정 위양성·위음성 미구분 사람 검토 불필요 주장 first_action 정확도 95% 산출 방식을 재검토하여 스팸 탐지율(재현율)·오탐률 등 세부 지표를 확인하고, '별도 확인 불필요' 주장을 삭제한다. key_reason 정확도 95%여도 스팸을 하나도 잡지 못할 수 있으므로, 단일 지표만으로 성능을 판단하면 안 되고 사용자 확인도 여전히 필요하다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues 정확도 지표의 함정 위양성·위음성 미구분 사람 검토 불필요 주장 first_action 정확도 95% 산출 방식을 재검토하여 스팸 탐지율(재현율)·오탐률 등 세부 지표를 확인하고, '별도 확인 불필요' 주장을 삭제한다. key_reason 정확도 95%여도 스팸을 하나도 잡지 못할 수 있으므로, 단일 지표만으로 성능을 판단하면 안 되고 사용자 확인도 여전히 필요하다.",,,,v1.1,approved,AXIS-L3-P-059,2,,
60,AXIS,L3,l3_verify,문항 20. 분석·검증형 · AI 산출물 검증과 품질관리,5,"[과업] 위 AI 산출물에서 제출 전 반드시 확인해야 할 문제 3개를 고르고, 가장 먼저 해야 할 검증 조치를 선택하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 문제 식별 5 오류, 누락, 출처 없는 수치, 논리 비약, 과장표현, 부적절한 톤 등 핵심 문제를 식별 우선수정 2 가장 먼저 수정하거나 검증해야 할 항목을 우선순위에 따라 선택 검증절차 2 원자료 확인, 공식 출처 대조, 삭제·완화·재작성 등 적절한 검증 절차 제시 근거 1 문제 판단과 우선수정 이유를 80~150자 내에서 설명",10,"required_issues Y축 범위 과장 인과관계 오류 추가 조치 불필요 단정 first_action Y축을 0%부터 시작하는 그래프로 재작성하여 실제 변화폭(0.3%p)을 정확히 보여주고, '꾸준히 감소'·'추가 조치 불필요' 표현을 수정한다. key_reason Y축 4.8~5.2%로 설정하면 0.3%p 감소가 극적으로 보이지만 실제 변화는 미미하며, 정책 효과라는 인과 판단과 추가 조치 불필요 결론은 근거가 부족하다.",검증 생략 허위정보 신뢰 출처불명 수치 방치 과장표현 방치,"required_issues Y축 범위 과장 인과관계 오류 추가 조치 불필요 단정 first_action Y축을 0%부터 시작하는 그래프로 재작성하여 실제 변화폭(0.3%p)을 정확히 보여주고, '꾸준히 감소'·'추가 조치 불필요' 표현을 수정한다. key_reason Y축 4.8~5.2%로 설정하면 0.3%p 감소가 극적으로 보이지만 실제 변화는 미미하며, 정책 효과라는 인과 판단과 추가 조치 불필요 결론은 근거가 부족하다.",,,,v1.1,approved,AXIS-L3-P-060,2,,
21,AXIS,L3,l3_prompt,문항 1. 지시설계형 · AI 지시·맥락·대화 설계,5,"팀장이 '신제품 소개 자료를 AI로 만들어봐'라고 지시했다. 현재 프롬프트는 '신제품 소개 자료 만들어줘'뿐이다. 실제 상황은 B2B 고객사 구매팀 대상, 기술 사양과 도입 효과 중심, 3페이지 이내, 전문적이되 쉽게 읽히는 톤이 필요하다.

[과업] 부족한 프롬프트를 업무용 요청문으로 보완하라. 반드시 포함해야 할 요소를 체크하고, 개선 요청문을 작성하라.",,선택형 + 짧은 근거 서술,"개인정보 입력 금지, 외부 AI 사용 금지",LMS 내장 AI,"채점 요소 배점 기준 누락요소 식별 3 목적·대상·맥락·조건·출력형식·검증요청 중 누락 요소를 식별 지시 보완 4 업무에 바로 쓸 수 있도록 목적, 상황, 대상, 조건, 톤, 출력형식을 반영한 요청문 작성 검증요청 2 과장표현·책임회피·누락·리스크 등을 AI가 점검하도록 검증 요청 포함 근거 1 왜 해당 요소가 필요한지 80~150자 내에서 설명",10,"required_elements B2B 고객사 구매팀 대상 기술 사양과 도입 효과 중심 구성 3페이지 이내 전문적이되 쉽게 읽히는 톤 과장·허위 표현 여부 점검 요청 example_prompt B2B 고객사 구매팀에 보낼 신제품 소개 자료를 작성해줘. 기술 사양과 도입 효과를 중심으로 3페이지 이내로 구성하고, 전문적이되 쉽게 읽히는 톤으로 써줘. 과장되거나 사실과 다른 표현이 있으면 표시해줘. key_reason 대상·목적·형식·톤·검증요청을 포함해야 AI가 업무에 바로 쓸 수 있는 초안을 만들고, 과장 표현도 미리 점검할 수 있다.",검증 요청 누락 모호한 지시,"required_elements B2B 고객사 구매팀 대상 기술 사양과 도입 효과 중심 구성 3페이지 이내 전문적이되 쉽게 읽히는 톤 과장·허위 표현 여부 점검 요청 example_prompt B2B 고객사 구매팀에 보낼 신제품 소개 자료를 작성해줘. 기술 사양과 도입 효과를 중심으로 3페이지 이내로 구성하고, 전문적이되 쉽게 읽히는 톤으로 써줘. 과장되거나 사실과 다른 표현이 있으면 표시해줘. key_reason 대상·목적·형식·톤·검증요청을 포함해야 AI가 업무에 바로 쓸 수 있는 초안을 만들고, 과장 표현도 미리 점검할 수 있다.",,,,v1.1,approved,AXIS-L3-P-021,2,,
